signal_strength,response_level,interaction,magnitude
1.574287276545068,-0.7618373263472832,-1.1993508096656407,1.7489358309862784
-0.1308163591841909,0.9196725316485548,-0.12030821223197152,0.9289297526180703
-0.3828473217140816,0.7996760508902209,-0.30615383432221466,0.8865967844014688
1.4238509427491246,-1.906638470604676,-2.714768983852217,2.3796263918433307
-0.9296359618894114,0.8675750465989489,-0.8065289629562649,1.271577556863607
-0.3377760703173651,0.8795575605090941,-0.29709349640668986,0.9421858499933812
-1.009079529353357,0.6489492111529638,-0.654841364564465,1.1997402115525038
-1.0674520890962937,0.6337968317909989,-0.6765477521579141,1.2414315875248016
1.3690942386547649,0.5878404432269135,0.8048089640702307,1.4899581943836158
1.5100413342906298,-1.4829037190746133,-2.239245910575966,2.116418737233146
1.0705847529445822,0.027218175278160835,0.029139363455772154,1.0709306897754332
-0.541047467549915,0.8102237888441441,-0.43836952910282123,0.9742663650927997
-1.1644299059291308,1.0890281706545513,-1.2680969703094525,1.5943272444204555
-0.9609411557563551,0.9696451209432938,-0.9317719031927595,1.3651445217981482
-1.0723423562285244,0.9195506282449765,-0.986073087363638,1.4126186629333035
1.2791739594328337,-1.5499323427944527,-1.9826330917853883,2.0096209308552133
-0.7542532962258067,0.6819463389591527,-0.5143602740090621,1.0168327512857196
1.5103535780186326,-0.14843511019654115,-0.22418949978893593,1.5176300315204443
-1.3005669838036755,-0.7452269381928921,0.9692175512547778,1.4989455189460832
-0.8639668765069057,0.5907896190059907,-0.5104226618053107,1.0466475708787284
0.6346715635538145,0.7883181044874388,0.5003230839528221,1.0120540634998272
-1.010833846215557,-1.0203846495140911,1.0314393398876418,1.4363042496695924
-0.33565617759305755,0.9480255225148738,-0.3182106231480037,1.005692528010416
0.8536409147258659,0.6876214119606623,0.5869817710911912,1.0961414222082786
-5.12461505051328,0.8563810101024542,-4.388623013344802,5.195677804715312
1.453106284140729,-1.6881086771271752,-2.453001327045991,2.2273815970330135
-0.7473915703627454,0.8917990511607256,-0.666523093295021,1.163571960430665
1.4935670264214298,-1.6532536265736832,-2.469245102962101,2.228001350132532
-0.5562587148469681,1.0463613318689426,-0.5820476097309799,1.1850298707938751
1.2421453114275711,-1.4542876265119877,-1.8064365567389962,1.912557835812389
0.7787839004211736,0.29943525051471304,0.23319535231943944,0.8343655270959038
1.2813944601147356,-1.560738237290359,-1.9999213309531036,2.0193750537611757
-0.9231170100532904,0.7851235281840714,-0.7247608838597702,1.2118432112934128
1.0977712180668415,-1.3855160649109517,-1.5209796582284725,1.7676980549127403
-1.0476423824182695,1.148077382515519,-1.2027745242190893,1.5542317194301218
0.2741859681436012,-0.554042469233081,-0.15191067081934367,0.6181755437096597
-0.947748224117743,1.1411294919311799,-1.081503449466158,1.4833756144933246
0.18347156291108724,0.24407204201268135,0.04478027901096719,0.3053407540589319
-0.6789290218549194,-1.131056873326411,0.7679073366697837,1.3191793916733974
0.17034856121882805,-0.8237511184356803,-0.14032481782791856,0.8411804428500219
0.8848219516699598,-0.49655468249043405,-0.4393624832720431,1.0146311836624244
-1.2562993714461304,1.1193878857000457,-1.4062862972093801,1.6826518800238988
